School Code,School Code Adjusted,School Name,JCPS School Code,School Name Alternate,Display Name,School Zone,Feeder to High School,Network,Great Schools Rating,Great Schools URL,Enrollment,All Grades Enrollment,All Grades Except Preschool Enrollment,Student Teacher Ratio,Grade,Mathematics - All Students Proficient or Distinguished,Mathematics - Economically Disadvantaged Proficient or Distinguished,Mathematics - Non Economically Disadvantaged Proficient or Distinguished,Reading - All Students Proficient or Distinguished,Reading - Economically Disadvantaged Proficient or Distinguished,Reading - Non Economically Disadvantaged Proficient or Distinguished,Total Ready,Teacher Average Years of Experience,Percent of Teachers With 1-3 Years Experience,Percent of Teachers With Less Than 1 Year Experience,Percent of Teachers with 3 Years or Less of Experience,Total Behavior Events,Alcohol,"Assault, 1st Degree",Drugs,Harassment (Includes Bullying),Other Assault or Violence,Other Events Resulting in State Resolutions,Tobacco,Weapons,Percent_Drugs,Percent_Assault,Percent_Total_Behavior,Total Assault Or Weapons,Attendance Rate,Dropout Rate,Students Whose Parents Attended Teacher Conferences,Parents Voted in SBDM Elections,Parents Who Served on SBDM or Committees,Volunteer Hours Contributed by Parents,School Website Link,School Type,Low Grade,High Grade,Title I Status,Contact Name,Address,Address2,PO Box,City,State,Zipcode,Phone,Fax,Latitude,Longitude,KYReportCard URL,Reside,Choice Zone,Universal Magnet Traditional School,Universal Magnet Traditional Program,Geographical Magnet Traditional,Magnet Programs,The Academies of Louisville,The Academies of Louisville Programs,Explore Pathways,Explore Pathways Programs,Specialized School Choices,Universal Academies or Other,Level,GIS Name,Gifted Talented,PTA Membership Percent,Percent Disciplinary Resolutions,Total Discipline Resolutions,Corporal Punishment (SSP5),Restraint (SSP7),Seclusion (SSP8),"Expelled, Not Receiving Services (SSP2)","Expelled, Receiving Services (SSP1)",In-School Removal (INSR) Or In-District Removal (INDR) >=.5,Out-Of-School Suspensions (SSP3),Removal By Hearing Officer (IAES2),Unilateral Removal By School Personnel (IAES1),Start Time,End Time,School Level,Membership,All Grades With Preschool Membership,All Grades Membership,Preschool Membership,Elementary School Membership,Middle School Membership,High School Membership,White %,African American %,Hispanic %,Asian %,Two or More Races %,Economically Disadvantaged %,Parent Satisfaction,Overall Indicator Rating,Overall Indicator Rating - Color
275335,275335,Iroquois High,335,Iroquois High,Iroquois High,Iroquois Zone,Iroquois High,Network 1,1,https://www.greatschools.org/kentucky/louisville/809-Iroquois-High-School/,1422,1422,1422,15:01,Grade 10,*,*,*,*,*,*,,11.48,14.8,4.9,19.7,455,0,0,51,42,53,431,78,5,3.59,3.7,32,58,79.2,2.7,200,0,0,10,https://sites.google.com/jefferson.kyschools.us/iroquoishighschool/home?authuser=0,A1,9th,12th,Title 1 Eligible - Schoolwide School,Toetta Taul,4615 Taylor Boulevard,,,Louisville,KY,40215,(502) 485-8269,(502) 485-8033,38.172586,-85.781585,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275335,Yes,No,No,No,No,,Yes,Freshman Academy; Builder’s Apprenticeship Academy; Create Academy; Human Services Academy,#N/A,,No,No,High School,IROQUOIS,4.7,0,26.4,375,0,13,0,0,0,251,299,0,0,8:40 a.m.,3:20 p.m.,High School,1159,1159,1159,0,0,0,1159,15.6,51.2,22.8,5.9,4.6,73.5,74,1,Red
275165,275165,J. Graham Brown School,165,"Brown, J. Graham, School",J. Graham Brown School,Magnet,J. Graham Brown School,Magnet,9,https://www.greatschools.org/kentucky/louisville/3944-J.-Graham-Brown-School/,761,761,761,16:01,Grade 10,81,*,77,87,80,90,74,16.96,3.6,0,3.6,37,7,0,*,8,4,20,0,*,0,0.5,4.9,4,94.5,0,338,161,48,1480,https://sites.google.com/jefferson.kyschools.us/mybrownschool/home,A1,K,12th,Not a Title 1 School,Dr. Angela Parsons,546 South First Street,,,Louisville,KY,40202,(502) 485-8216,(502) 485-8741,38.249744,-85.752801,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275165,No,No,Yes,No,No,Self-Directed Learning,No,,No,,No,No,All,J. GRAHAM BROWN SCHOOL,43.8,30.2,3.3,25,0,*,0,0,0,15,11,0,0,8:00 a.m.,2:40 p.m.,All,752,752,752,0,285,224,243,57.8,22.6,5.7,5.1,8.5,34.2,75.8,5,Blue
275165,2751650,J. Graham Brown School,165,"Brown, J. Graham, School",J. Graham Brown School,Magnet,J. Graham Brown School,Magnet,9,https://www.greatschools.org/kentucky/louisville/3944-J.-Graham-Brown-School/,290,761,761,16:01,Grade 5,62,55,68,72,64,*,74,16.96,3.6,0,3.6,37,7,0,*,8,4,20,0,*,0,0.5,4.9,4,94.5,0,338,161,48,1480,https://sites.google.com/jefferson.kyschools.us/mybrownschool/home,A1,K,12th,Not a Title 1 School,Dr. Angela Parsons,546 South First Street,,,Louisville,KY,40202,(502) 485-8216,(502) 485-8741,38.249744,-85.752801,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275165,No,No,Yes,No,No,Self-Directed Learning,#N/A,,#N/A,,No,No,Elementary School,J. GRAHAM BROWN SCHOOL,43.8,30.2,3.3,25,0,*,0,0,0,15,11,0,0,8:00 a.m.,2:40 p.m.,Elementary School,285,752,752,0,285,224,243,53.7,26.7,6.3,4.2,9.1,34.2,75.8,4,Green
275165,2751651,J. Graham Brown School,165,"Brown, J. Graham, School",J. Graham Brown School,Magnet,J. Graham Brown School,Magnet,9,https://www.greatschools.org/kentucky/louisville/3944-J.-Graham-Brown-School/,226,761,761,16:01,Grade 8,75,69,79,75,72,77,74,16.96,3.6,0,3.6,37,7,0,*,8,4,20,0,*,0,0.5,4.9,4,94.5,0,338,161,48,1480,https://sites.google.com/jefferson.kyschools.us/mybrownschool/home,A1,K,12th,Not a Title 1 School,Dr. Angela Parsons,546 South First Street,,,Louisville,KY,40202,(502) 485-8216,(502) 485-8741,38.249744,-85.752801,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275165,No,No,Yes,No,No,Self-Directed Learning,#N/A,,No,,No,No,Middle School,J. GRAHAM BROWN SCHOOL,43.8,30.2,3.3,25,0,*,0,0,0,15,11,0,0,8:00 a.m.,2:40 p.m.,Middle School,224,752,752,0,285,224,243,57.1,20.1,6.3,8,7.6,34.2,75.8,4,Green
275165,2751652,J. Graham Brown School,165,"Brown, J. Graham, School",J. Graham Brown School,Magnet,J. Graham Brown School,Magnet,9,https://www.greatschools.org/kentucky/louisville/3944-J.-Graham-Brown-School/,245,761,761,16:01,Grade 10,81,*,77,87,80,90,74,16.96,3.6,0,3.6,37,7,0,*,8,4,20,0,*,0,0.5,4.9,4,94.5,0,338,161,48,1480,https://sites.google.com/jefferson.kyschools.us/mybrownschool/home,A1,K,12th,Not a Title 1 School,Dr. Angela Parsons,546 South First Street,,,Louisville,KY,40202,(502) 485-8216,(502) 485-8741,38.249744,-85.752801,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275165,No,No,Yes,No,No,"Self-Directed Learning, YPAS (Youth Performing Arts School), Computer Programming Career Pathway",No,,#N/A,,No,No,High School,J. GRAHAM BROWN SCHOOL,43.8,30.2,3.3,25,0,*,0,0,0,15,11,0,0,8:00 a.m.,2:40 p.m.,High School,243,752,752,0,285,224,243,63.4,20.2,4.5,3.3,8.6,34.2,75.8,5,Blue
275325,275325,Jacob Elementary,325,Jacob Elementary,Jacob Elementary,Iroquois Zone,Iroquois High,Network 1,1,https://www.greatschools.org/kentucky/louisville/808-Jacob-Elementary-School/,547,608,547,14:01,Grade 5,*,*,*,11,10,19,22,12.54,11.5,7.7,19.2,43,0,0,0,11,16,29,6,4,0,2.6,7.1,20,89.4,,320,0,2,190,https://www.jefferson.kyschools.us/page/jacob-elementary,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Karen Waggoner,3701 East Wheatmore Drive,,,Louisville,KY,40215,(502) 485-8271,(502) 485-7157,38.191643,-85.796035,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275325,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,10.4,3.5,5.1,31,0,6,0,0,0,4,25,0,0,9:40 a.m.,4:20 p.m.,Elementary School,498,551,498,53,498,0,0,17.1,56,14.9,2.8,8.8,83.2,79.5,1,Red
275396,275396,Jefferson County Traditional Middle,396,Jefferson County Traditional,Jefferson County Traditional Middle,Magnet,Magnet,Magnet,6,https://www.greatschools.org/kentucky/louisville/813-Jefferson-County-Traditional-Middle-School/,884,884,884,18:01,Grade 8,44,36,52,39,30,47,,17.07,6.7,0,6.7,300,0,0,6,33,11,289,15,6,0.68,1.2,33.9,17,93.3,0,108,121,2,2500,https://sites.google.com/jefferson.kyschools.us/jctms/home,A1,6th,8th,Title 1 Eligible - No Program,Brent Conner,1418 Morton Ave,,,Louisville,KY,40204,(502) 485-8272,(502) 485-8635,38.240229,-85.727445,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275396,No,No,No,No,Yes,Traditional,#N/A,,No,,No,No,Middle School,JCTMS,15.9,23.5,26.4,233,0,4,0,0,0,209,92,0,*,7:30 a.m.,2:10 p.m.,Middle School,858,858,858,0,0,858,0,45.5,36.5,8.4,2.6,7,52.7,67.2,2,Orange
275166,275166,Jeffersontown Elementary,166,Jeffersontown Elementary,Jeffersontown Elementary,Jeffersontown Zone,Jeffersontown High,Network 2,4,https://www.greatschools.org/kentucky/jeffersontown/788-Jeffersontown-Elementary-School/,775,775,775,16:01,Grade 5,21,19,26,27,27,28,42,12.24,7.9,5.3,13.2,35,0,*,0,*,4,29,*,*,0,0,4.5,4,93.2,,345,100,2,1000,https://sites.google.com/jefferson.kyschools.us/j-town-elementary/home,A1,K,5th,Title 1 Eligible - Schoolwide School,Brooke Schilling,3610 Cedarwood Way,,,Jeffersontown,KY,40299,(502) 485-8274,(502) 485-8408,38.190493,-85.584616,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275166,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,12,12,1.8,14,0,0,0,0,0,6,8,0,0,9:40 a.m.,4:20 p.m.,Elementary School,701,701,701,0,701,0,0,37.2,27.1,20.5,6.1,8.6,69.4,74.5,2,Orange
275065,275065,Jeffersontown High,65,Jeffersontown High,Jeffersontown High,Jeffersontown Zone,Jeffersontown High,Network 2,2,https://www.greatschools.org/kentucky/jeffersontown/730-Jeffersontown-High-School/,1245,1245,1245,15:01,Grade 10,18,16,24,35,31,51,,13.87,11.5,1.3,12.8,511,4,0,32,32,38,488,57,12,2.57,3.1,41,50,83.7,2.4,225,0,1,1400,https://sites.google.com/jefferson.kyschools.us/jeffersontown-high-school/home,A1,9th,12th,Title 1 Eligible - Schoolwide School,Jarrad Durham,9600 Old Six Mile Lane,,,Jeffersontown,KY,40299,(502) 485-8275,(502) 485-8832,38.201366,-85.580854,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275065,Yes,No,No,No,No,,Yes,Freshman Academy; Build and Design Academy; Business and Health Science Academy,#N/A,,No,No,High School,JEFFERSONTOWN,14.3,0,28.3,352,0,9,0,0,0,183,306,0,*,8:40 a.m.,3:20 p.m.,High School,1062,1062,1062,0,0,0,1062,34.8,39.3,17.2,2.4,6.1,65.1,74,2,Orange
275470,275470,Johnson Traditional Middle,470,Johnson Traditional,Johnson Traditional Middle,Magnet,Magnet,Magnet,4,https://www.greatschools.org/kentucky/louisville/819-Johnson-Traditional-Middle-School/,685,685,685,19:01,Grade 8,13,15,9,17,16,19,,9.5,21.9,9.4,31.3,294,*,0,20,96,4,262,10,4,2.92,0.6,42.9,8,90.3,0.2,80,50,2,30,N/A,A1,6th,8th,Title 1 Eligible - Schoolwide School,Rhonda Branch,2509 Wilson Ave,,,Louisville,KY,40210,(502) 485-8277,(502) 485-8679,38.236275,-85.795736,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275470,No,No,No,No,Yes,Traditional,#N/A,,Yes,Business and Communication; Engineering and Design,No,No,Middle School,JOHNSON,13.1,2.9,33.9,232,0,0,0,0,0,148,175,0,0,7:30 a.m.,2:10 p.m.,Middle School,642,642,642,0,0,642,0,24,57.5,7.9,4,6.2,72.7,52.5,1,Red
275106,275106,Johnsontown Road Elementary,106,Johnsontown Rd. Elementary,Johnsontown Road Elementary,Valley Zone,Valley High,Network 1,4,https://www.greatschools.org/kentucky/louisville/762-Johnsontown-Road-Elementary-School/,434,475,434,15:01,Grade 5,21,15,*,19,17,*,43,10.64,9.1,13.6,22.7,5,0,0,0,0,0,4,0,*,0,0,1.1,0,90.9,,261,194,3,2589,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Mr. Stephen Howard,7201 Johnsontown Rd,,,Louisville,KY,40272,(502) 485-8278,(502) 313-3482,38.117226,-85.893444,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275106,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,7.4,0,0.8,4,0,*,0,0,0,0,4,0,0,9:40 a.m.,4:20 p.m.,Elementary School,391,430,391,39,391,0,0,42.7,29.2,17.9,0,10,78.9,80.2,2,Orange
275162,275162,Kammerer Middle,162,Kammerer Middle,Kammerer Middle,Ballard Zone,Ballard High,Network 3,4,https://www.greatschools.org/kentucky/louisville/785-Kammerer-Middle-School/,780,780,780,14:01,Grade 8,38,20,55,33,18,46,,15.4,7.3,0,7.3,180,0,0,7,22,26,166,7,8,0.9,3.3,23.1,34,91.3,0,350,75,2,40,https://www.jefferson.kyschools.us/o/kammerer,A1,6th,8th,Title 1 Eligible - No Program,Shannon Corrigan,7315 Wesboro Rd,,,Louisville,KY,40222,(502) 485-8279,(502) 485-8618,38.283609,-85.61907,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275162,Yes,No,No,No,No,,#N/A,,Yes,Business and Communication; Engineering and Design; Healthcare Science,,No,Middle School,KAMMERER,18.5,21.7,18.3,143,0,6,0,0,0,80,110,0,0,8:40 a.m.,3:20 p.m.,Middle School,710,710,710,0,0,710,0,44.1,31.7,12.4,4.2,7.2,48.2,66.5,3,Yellow
275720,275720,Kennedy Elementary,720,"Kennedy, J.F., Elementary",Kennedy Elementary,Valley Zone,Valley High,Network 1,4,https://www.greatschools.org/kentucky/louisville/833-Kennedy-Elementary-Montessori/,556,567,556,15:01,Grade 5,*,*,*,21,18,36,31,6.58,33.3,16.7,50,103,0,0,0,25,10,87,*,*,0,1.8,18.2,10,88.9,,250,N/A,N/A,30,https://www.jefferson.kyschools.us/page/j-f-kennedy-elementary,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Stephanie Helm,3800 Gibson Lane,,,Louisville,KY,40211,(502) 485-8280,(502) 313-3486,38.231782,-85.81866,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275720,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,2.9,0,12.9,73,0,0,0,0,0,70,11,0,0,9:40 a.m.,4:20 p.m.,Elementary School,483,489,483,6,483,0,0,3.1,87.2,8.1,0.2,1.2,81,81.7,1,Red
275059,275059,Kenwood Elementary,59,Kenwood Elementary,Kenwood Elementary,Doss Zone,Doss High,Network 1,2,https://www.greatschools.org/kentucky/louisville/2185-Kenwood-Montessori-School/,624,624,624,14:01,Grade 5,42,41,47,34,34,32,34,12.84,9.7,3.2,12.9,16,0,0,0,*,0,9,5,0,0,0,2.6,0,92.1,,255,N/A,N/A,N/A,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Jameelah Henderson,7420 Justan Ave,,,Louisville,KY,40214,(502) 485-8283,(502) 313-3487,38.145533,-85.78682,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275059,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,17.5,0,1.4,9,0,9,0,0,0,0,0,0,0,9:40 a.m.,4:20 p.m.,Elementary School,587,587,587,0,587,0,0,36.3,23.2,25.7,9.9,4.9,76.8,84.8,2,Orange
275079,275079,Kerrick Elementary,79,Kerrick Elementary,Kerrick Elementary,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,1,https://www.greatschools.org/kentucky/louisville/741-Kerrick-Elementary-School/,442,442,442,14:01,Grade 5,11,8,*,*,*,*,29,9.21,26.3,5.3,31.6,38,0,0,0,*,*,33,*,5,0,0,8.6,5,90.8,,88,32,2,126,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Jennifer Forseth,2210 Upper Hunters Trace,,,Louisville,KY,40216,(502) 485-8284,(502) 313-3488,38.165805,-85.837344,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275079,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,9.7,0,6.6,29,0,9,0,0,0,6,25,0,0,9:40 a.m.,4:20 p.m.,Elementary School,380,380,380,0,380,0,0,31.8,34.7,19.7,4.2,8.4,80.3,79.2,1,Red
275432,275432,King Elementary,432,King Elementary,King Elementary,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,,https://www.greatschools.org/kentucky/louisville/815-King-Elementary-School/,364,364,364,11:01,Grade 5,*,*,*,*,*,*,31,10.92,16,20,36,75,0,0,0,25,*,67,0,5,0,0,20.6,5,88.6,,108,60,2,25,https://sites.google.com/jefferson.kyschools.us/kingelementary/home,A1,K,5th,Title 1 Eligible - Schoolwide School,Rhonda Hedges,4325 Vermont Ave,,,Louisville,KY,40211,(502) 485-8285,(502) 313-3489,38.257532,-85.823471,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275432,Yes,Yes,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,1.7,0,19,69,0,11,0,0,0,3,63,0,0,9:40 a.m.,4:20 p.m.,Elementary School,297,297,297,0,297,0,0,4,82.5,4.7,0,7.7,90.1,79.8,1,Red
275134,275134,Klondike Lane Elementary,134,Klondike Lane Elementary,Klondike Lane Elementary,Seneca Zone,Seneca High,Network 2,5,https://www.greatschools.org/kentucky/louisville/776-Klondike-Elementary-School/,570,570,570,15:01,Grade 5,36,33,*,34,31,*,32,12.29,12.9,0,12.9,32,0,0,0,11,0,29,0,0,0,0,5.6,0,92.9,,288,22,2,432,https://www.jefferson.kyschools.us/o/klondike,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Mark Boyer,3807 Klondike Ln,,,Louisville,KY,40218,(502) 485-8286,(502) 313-3490,38.208687,-85.637198,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275134,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,4.9,4.2,2.6,15,0,4,0,0,0,12,3,0,0,9:40 a.m.,4:20 p.m.,Elementary School,494,494,494,0,494,0,0,23.5,27.7,35,8.5,5.1,76.5,89.9,2,Orange
275163,275163,Knight Middle,163,Knight Middle,Knight Middle,Southern Zone,Southern High,Network 2,2,https://www.greatschools.org/kentucky/louisville/786-Knight-Middle-School/,701,701,701,17:01,Grade 8,8,7,12,23,19,33,,9.85,17.5,7.5,25,228,6,0,28,28,20,202,24,9,3.99,2.9,32.5,29,89.4,0,101,12,2,30,https://www.jefferson.kyschools.us/o/knight/page/about-knight-middle,A1,6th,8th,Title 1 Eligible - Schoolwide School,Christel Todd-Lanier,9803 Blue Lick Road,,,Louisville,KY,40229,(502) 485-8287,(502) 313-3491,38.105443,-85.691556,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275163,Yes,No,No,No,No,,#N/A,,No,,,No,Middle School,KNIGHT,8.1,7.7,29.2,205,0,5,0,0,0,143,156,0,0,7:30 a.m.,2:10 p.m.,Middle School,628,628,628,0,0,628,0,31.5,25,34.9,3.5,4.5,71.9,78.2,2,Orange
275133,275133,Lassiter Middle,133,Lassiter Middle,Lassiter Middle,Fairdale Zone,Fairdale High,Network 1,2,https://www.greatschools.org/kentucky/louisville/775-Lassiter-Middle-School/,992,992,992,15:01,Grade 8,13,11,24,20,18,27,,12.82,6.7,0,6.7,433,0,0,23,57,12,426,33,6,2.32,1.2,43.6,18,87.9,0.3,376,13,2,50,https://jeffersoncpsky.sites.thrillshare.com/o/lassiter,A1,6th,8th,Title 1 Eligible - Schoolwide School,Timothy Alexander,8200 Candleworth Drive,,,Louisville,KY,40214,(502) 485-8288,(502) 485-8373,38.130511,-85.786229,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275133,Yes,No,No,No,No,,#N/A,,No,,,No,Middle School,LASSITER,10.9,0,42.9,426,0,*,0,0,0,411,138,0,0,7:30 a.m.,2:10 p.m.,Middle School,903,903,903,0,0,903,0,36.9,19.9,36,2.9,3.9,76.3,84,1,Red
275145,275145,Laukhuf Elementary,145,Laukhuf Elementary,Laukhuf Elementary,Southern Zone,Southern High,Network 2,5,https://www.greatschools.org/kentucky/louisville/778-Laukhuf-Elementary-School/,725,725,725,17:01,Grade 5,25,14,43,40,31,55,51,14.25,6.3,0,6.3,20,0,0,0,9,4,13,0,*,0,0.6,2.8,4,93.3,,430,12,2,100,https://sites.google.com/jefferson.kyschools.us/laukhufelementary/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Ms. Joanna Sells,5100 Capewood Dr,,,Louisville,KY,40229,(502) 485-8289,(502) 313-3493,38.100287,-85.664193,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275145,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,16.7,13.2,2.1,15,0,0,0,0,0,10,8,0,0,9:40 a.m.,4:20 p.m.,Elementary School,641,641,641,0,641,0,0,41.7,23.1,23.9,3.3,7.5,60.7,72.5,2,Orange
275126,275126,Layne Elementary,126,Layne Elementary,Layne Elementary,Doss Zone,Doss High,Network 1,5,https://www.greatschools.org/kentucky/louisville/771-Layne-Elementary-School/,517,558,517,15:01,Grade 5,19,22,*,21,22,*,32,14.33,11.1,3.7,14.8,7,0,0,*,6,*,*,0,0,0,0,1.3,0,88.8,,97,67,1,117,https://jeffersoncpsky.sites.thrillshare.com/o/layne,A1,K,5th,Title 1 Eligible - Schoolwide School,Cassandra Hayes,9831 East Avenue,,,Louisville,KY,40272,(502) 485-8290,(502) 313-3494,38.11041,-85.847759,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275126,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,11.9,11.1,0.5,3,0,*,0,0,0,0,*,0,0,7:30 a.m.,2:10 p.m.,Elementary School,438,475,438,37,438,0,0,42.5,24.7,25.8,0.2,5.7,76.5,71,1,Red
275030,275030,Liberty High,30,Liberty High,Liberty High,,,,,,188,188,188,4:01,Grade 10,*,*,*,*,*,*,,15.93,6.9,0,6.9,55,0,0,15,18,4,33,7,*,7.98,2.1,29.3,4,67.5,,A5 Status,A5 Status,A5 Status,A5 Status,A5 Status,A5,7th,12th,Title 1 Eligible - Schoolwide School,Sara McCutcheon,1281 Gilmore Lane,,,Louisville,KY,40213,(502) 485-7100,(502) 313-3495,38.17964,-85.705758,,No,No,No,No,No,,No,,No,,Yes,No,All,,4,,24.5,46,0,7,0,0,0,*,45,0,0,7:30 a.m.,2:10 p.m.,All,124,124,124,0,0,10,114,34.7,51.6,7.3,0,6.5,51.1,,,
275030,2750302,Liberty High,30,Liberty High,Liberty High,,,,,,177,188,188,4:01,Grade 10,*,*,*,*,*,*,,15.93,6.9,0,6.9,55,0,0,15,18,4,33,7,*,7.98,2.1,29.3,4,67.5,,A5 Status,A5 Status,A5 Status,A5 Status,A5 Status,A5,7th,12th,Title 1 Eligible - Schoolwide School,Sara McCutcheon,1281 Gilmore Lane,,,Louisville,KY,40213,(502) 485-7100,(502) 313-3495,38.17964,-85.705758,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,4,,24.5,46,0,7,0,0,0,*,45,0,0,7:30 a.m.,2:10 p.m.,High School,114,124,124,0,0,10,114,34.2,51.8,7,0,7,51.1,,,
275030,2750301,Liberty High,30,Liberty High,Liberty High,,,,,,11,188,188,4:01,Grade 8,*,*,,*,*,,,15.93,6.9,0,6.9,55,0,0,15,18,4,33,7,*,7.98,2.1,29.3,4,67.5,,A5 Status,A5 Status,A5 Status,A5 Status,A5 Status,A5,7th,12th,Title 1 Eligible - Schoolwide School,Sara McCutcheon,1281 Gilmore Lane,,,Louisville,KY,40213,(502) 485-7100,(502) 313-3495,38.17964,-85.705758,,No,No,No,No,No,,No,,No,,Yes,No,High School,,4,,24.5,46,0,7,0,0,0,*,45,0,0,7:30 a.m.,2:10 p.m.,Middle School,10,124,124,0,0,10,114,40,50,10,0,0,51.1,,,
275520,275520,Lincoln Elementary Performing Arts,520,Lincoln Elementary Performing Arts School,Lincoln Elementary Performing Arts,Magnet,Magnet Schools,Magnet,5,https://www.greatschools.org/kentucky/louisville/822-Lincoln-Elementary-Performing-Arts/,575,575,575,15:01,Grade 5,37,13,63,50,31,71,61,11.88,9.4,0,9.4,40,0,0,0,18,5,25,0,*,0,0.9,7,5,93.8,,480,106,3,1125,https://sites.google.com/jefferson.kyschools.us/lincolnelementary/home,A1,K,5th,Title 1 Eligible - No Program,Melissa Case,930 East Main Street,,,Louisville,KY,40206,(502) 485-8291,(502) 313-3496,38.253984,-85.734239,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275520,No,No,Yes,No,No,Performing Arts,#N/A,,#N/A,,No,No,Elementary School,,17.6,45.2,4.5,26,0,3,0,0,0,24,*,0,0,8:40 a.m.,3:20 p.m.,Elementary School,558,558,558,0,558,0,0,38.7,47.3,6.6,1.1,5.7,57,78.9,2,Orange
275047,275047,Louisville Male High,47,Louisville Male,Louisville Male High,Magnet,Louisville Male High,Magnet,9,https://www.greatschools.org/kentucky/louisville/865-Louisville-Male-High-School/,1918,1918,1918,20:01,Grade 10,46,35,57,54,47,60,,16.13,7.2,1,8.2,423,0,0,58,9,12,395,15,*,3.02,0.6,22.1,12,92.2,0.2,920,600,4,47,https://sites.google.com/jefferson.kyschools.us/lmhs/home,A1,9th,12th,Title 1 Eligible - No Program,Keith Cathey,4409 Preston Highway,,,Louisville,KY,40213,(502) 485-8292,(502) 485-8770,38.184683,-85.721019,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275047,No,No,No,No,Yes,Accounting; Army Junior Reserve Officers Training Corps (JROTC); Computer Programming Blended Hybrid; E-Commerce; Management Entrepreneurship; PLTW Biomedical Sciences; PLTW Engineering; Teaching and Learning,No,,#N/A,,No,No,High School,MALE,14.7,27.4,13.1,251,0,4,0,0,0,140,184,0,0,7:30 a.m.,2:10 p.m.,High School,1856,1856,1856,0,0,0,1856,41.3,43.9,6.5,2.9,5.4,47.1,66.1,3,Yellow
275146,275146,Lowe Elementary,146,Lowe Elementary,Lowe Elementary,Eastern Zone,Eastern High,Network 3,6,https://www.greatschools.org/kentucky/hurstbourne/779-Lowe-Elementary-School/,662,662,662,18:01,Grade 5,62,*,75,63,35,76,77,17.78,6.3,3.1,9.4,11,0,0,0,0,0,11,0,*,0,0,1.7,0,95.3,,454,156,6,246,https://sites.google.com/jefferson.kyschools.us/lowe-elementary,A1,K,5th,Not a Title 1 School,Sean Russell,210 Oxfordshire Lane,,,Louisville,KY,40222,(502) 485-8293,(502) 313-3497,38.24536,-85.591879,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275146,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,21.9,67.2,1.4,9,0,3,0,0,0,*,7,0,0,7:30 a.m.,2:10 p.m.,Elementary School,607,607,607,0,607,0,0,49.8,13.2,6.4,21.4,8.9,30.2,79.3,4,Green
